access,accessno,accruals,acqvalue,admin,appnotes,appraisal,appraisor,archivist,archnotes,area,associate,authorx,caption,catby,catdate,cattype,classes,collection,conddate,condexam,condition,condnotes,containtxt,copies,creator,credit,curvalmax,curvalue,custodial,dataset,date,dateaccum,datecreate,descdate,descrip,dispdate,dispositn,dispvalue,earlydate,edition,elongitude,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,extent,findaid,flagdate,flagnotes,flagreason,genre,gparent,group,homeloc,imagefile,imageno,inscomp,insdate,insets,insphone,inspremium,insrep,instrument,insvalue,interviewr,intvdate,intvlength,intvplace,intvrest,invnby,invndate,label,language,latdeg,latedate,legal,level,link,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,media,medium,mlanguage,narrator,narratorid,nlatitude,notes,objectid,objname,objname2,objname3,objnames,oldno,originals,otherno,parent,people,physchar,pmeridian,policyno,projection,pubdate,publisher,pubnotes,pubplace,quantity,recas,recdate,recfrom,refcode,related,relnotes,reviewed,rights,rules,scale,series,sheets,signedform,site,siteno,sitesadded,size,slatitude,status,statusby,statusdate,sterms,subjects,system,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,transcribr,transdate,transloc,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,wlongitude,ppid
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Leeds Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124012.JPG                                          ,2,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.012,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:25:05,Unknown,,false,,,D26F6047-6D12-4911-985C-115951409303
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Leeds Township Section 26, 27, 34, 25",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124013.JPG                                          ,2,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.013,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:25:30,Unknown,,false,,,B7BBA094-0637-4221-A701-152511312100
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Leeds Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124014.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.014,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:25:47,Unknown,,false,,,4D77418B-3EA8-41E0-B13E-234682483438
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 1, 12, Murray Township 6, 7.",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124015.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.015,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:26:06,Unknown,,false,,,6D647777-E149-464C-91C0-514094041587
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124016.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.016,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:26:03,Unknown,,false,,,FCA1357C-A8D5-4D80-90E7-770615130300
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124017.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.017,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:25:59,Unknown,,false,,,C1C5AE36-C634-4EC5-8923-328848943476
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124018.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.018,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:25:55,Unknown,,false,,,E86EB797-F2B1-4F93-A41C-023114103702
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124019.JPG                                          ,8,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.019,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:25:51,Unknown,,false,,,A8CFE227-3452-4668-A607-111423828159
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Skandia Township Section 6, 7 and Ellsborough 1, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124020.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.020,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:25:46,Unknown,,false,,,859C429C-A058-43B3-9A83-517204480673
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124021.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.021,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:30:39,Unknown,,false,,,A8A4C6AB-F602-4A1E-88B5-758708115030
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lowville Township Section 25, 36, Mason Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124022.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.022,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:31:31,Unknown,,false,,,0C61B19B-1819-42C6-9798-117400373448
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124023.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.023,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2022-03-29T16:14:00,Unknown,,false,,,2C568B15-1226-41B5-9BA6-741254503355
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Maspn Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124024.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.024,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:33:15,Unknown,,false,,,41C8B753-6707-4BE5-888E-925846666612
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lowville Township Section 1, 12 and Mason Township Section 6, 7. Hand written on back: ""Meandered Lots B & 4 & 5""",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124025.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.025,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:34:27,Unknown,,false,,,33172937-EB06-4534-B7C8-495137157698
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124026.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.026,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:34:55,Unknown,,false,,,DAE83957-33E6-41E2-A61F-339744487129
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124027.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.027,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:35:14,Unknown,,false,,,2AAB445A-DF7E-4008-8B0E-416455602581
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124028.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.028,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:35:48,Unknown,,false,,,737A62DC-5140-4FE4-AF2C-756151404113
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Mason Township Section 18, 19 and  Lowville Township Section 13, 24",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124029.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.029,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:36:28,Unknown,,false,,,92349602-3EEF-4D82-B6B9-183322764630
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Leeds Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124030.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.030,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:36:57,Unknown,,false,,,86FFAEF7-193A-4F31-ADFE-148818122860
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Iona Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124031.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.031,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:37:32,Unknown,,false,,,25D5F688-7063-4F74-8075-299845672146
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 30, 31 and Slayton Township Section 25, 26",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124032.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.032,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:38:24,Unknown,,false,,,173903E6-6FD6-4353-BFD7-762611845210
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124033.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.033,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:38:43,Unknown,,false,,,461FC54B-FC72-4B35-B5B3-008889603533
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124034.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.034,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:39:10,Unknown,,false,,,C905D741-8853-4A35-9A2C-103736053378
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124035.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.035,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:39:54,Unknown,,false,,,958ACED0-696F-4354-BC1B-771369806648
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 6, 7 and Slayton Township Section 1, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124036.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.036,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:40:56,Unknown,,false,,,E2D1F101-764C-4617-A011-529611489573
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124037.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.037,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:41:59,Unknown,,false,,,C30827D0-2886-4192-8194-419984617338
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124038.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.038,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:42:17,Unknown,,false,,,863C428E-644D-44C7-9360-988302551820
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Slayton Township Section 13, 24 and Lime Lake Township Section 18, 19",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124039.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.039,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:42:46,Unknown,,false,,,DA44451B-416D-4992-BC66-534331778513
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lime Lake Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124040.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.040,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-28T16:43:11,Unknown,,false,,,1D449E64-F8A4-4A26-BF7B-760415084069
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Dovary Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124041.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.041,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T15:26:04,Unknown,,false,,,09E8EC12-E6CD-47D1-91C0-475377705343
,2017.124,,0.00,,,,,,,,,,Front,,2017-09-28,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Dovary Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124042.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.042,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-09-29T11:07:28,Unknown,,false,,,4380D314-0ED2-4E89-B46A-529353019050
,2017.124,,0.00,,,,,,,,,,Front,,2017-10-03,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Dovary Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124043.JPG                                          ,5,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.043,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T15:28:44,Unknown,,false,,,6A28D2F8-DC7C-4308-B66B-211319927335
,2017.124,,0.00,,,,,,,,,,Front,,2017-10-03,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Dovary Township Section 25, 26",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124044.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.044,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T15:29:21,Unknown,,false,,,0C76C367-C4BC-457F-A416-297919032807
