accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
2010.1,0.00,,,,,,Britt Dahl,2010-01-12,"Book
Sports
Hockey","Burggraf, Bernie & Nancy",,,,,,0,Merrie Sue Holtan,,0.00,0.00,,2009,"From inside cover flap; "" When Nancy Burggraf whistled, players skated to attention. Big Players. Players with face masks and hockey sticks. She has been called a hockey ""guro"" and ""icon"" by USA Today and was the first woman nominated to the United States Hockey Hall of Fame. During five decades she touched the lives of more than 40,000 hokcey players through her unique skating skills clinics. She tought some of the best in the National Hockey League and was able to connect with her players on a personal level. 
Power & Stride is the inspiring story of a woman from Roseau, Minnesota, who succeeded in a male-dominated world and changed the game of hockey forever. Those who knew Nancy treasure her for what she taught them, and they continue to pass on her legacy.""",,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm Book Case 1, Shelf -3",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2010-01-12,,,2010.1.3,book,,,,,,Documentary Artifact,"Burggraf, Bernie & Nancy (Harris)","6.25"" x 9.25"" multicolored hardcover bound book with a paper protective cover.  Thre is a picture of Nancy on the cover and hockey players. There are white lines that run across the top and down the right side.  On the backcover is four picture of Nancy with kids, icecapes, hockey team and Nancy & Bernie with three hockey players. On the inside of the back cover is a DVD in a plastic pouch. 

This is a signed copy.",,,Pogo Press,,"Lakeville, Minnesota",Collected by Staff,01/07/2010,Roseau County Historical Society & Museum,,,,,,,Power & Stride,On Loan,Britt Dahl,2010-01-12,"Hockey
sports
roseau",Book & DVD about the life of Nancy Burggraf,,,,,,,,Power & Stride The Nancy Burggraf Story,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-02-11T11:29:08,Unknown,,false,,8158824A-680F-4E13-BEF9-623614730070
2010.20,0.00,,,,,,"Dahl, Britt",2010-04-30,Family,Albin G. Zabrocki,,,Excellent,,,0,Albin G. Zabrocki,,0.00,0.00,,1987,A history of Albin G. Zabrocki's life.,,1914,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, File Cabinet, Family Files, Zabrocki",0,,,,,,0.00,,,,,,0,1987,,,,,,0,,,,,,,0,,2010-04-30,,,2010.20.1,Book,,,,,,Documentary Artifact,"Zabrocki, Albin G.",Soft coverd bound book containing 94 pages. The cover is light blue in color with black print of the title and a photo of Albin C. Zabrocki. There is a bar code on front from a library.  The book is typed and contains photos of the family.,,,,,,Donation,04/28/2010,"Blumer, Linda",,,,,,,,OK,"Dahl, Britt",2010-04-30,,Life Story,,,,,,,,Story of My Life,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-01-13T13:55:10,Unknown,,false,,34B64DFC-CE4F-4482-B032-757440603580
2010.20,0.00,,,,,,"Dahl, Britt",2010-04-30,Family,Albin G. Zabrocki,,,Excellent,,,0,Albin G. Zabrocki,,0.00,0.00,,1987,Life stories of Albin G. Zabrocki's life.,,1914,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, File Cabinet, Family Files, Zabrocki",0,,,,,,0.00,,,,,,0,1987,,,,,,0,,,,,,,0,,2010-04-30,,,2010.20.2,Book,,,,,,Documentary Artifact,"Zabrocki, Albin G.",Soft coverd bound book containing 62 pages. The cover is white in color with black print of the title and a photo of Albin C. Zabrocki. The book is typed.,,,,,,Donation,04/28/2010,"Blumer, Linda",,,,,,,,OK,"Dahl, Britt",2010-04-30,,Life Story,,,,,,,,Told As It Was,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-01-13T13:55:41,Unknown,,false,,8804ED03-B3E4-46EA-8B63-057023993658
10614,0.00,,,,,,,2004-10-06,"Communication Artifact
Documentary Artifact",Laureen Erdmann,2014-05-22,"Swanson, Edie",Fair,,,0,,,0.00,0.00,,1941,"2.875""x4.875"" gray, pink, silver, black andwhite paper announcement.  a Badger 3""x5"" brown and black paper New Testament.  This small New testament with Psalms is given to men in the service, byt the Gideons.  The Gideon symbol os on the front  of  cover.  The inside cover has ""Louis Sorterberg"" written along with his social Security number.  The first few pages in the bible contain a letter from President Franklin Delano Roosevelt and also words to well-known hymns.  The brown covers have gold writing.  Belonged to Louis Sorterberg who was Theoline Hammer's brother",Fair,1941,,,0,,,,,,,,,8: Communication Artifact,"Archive Rm, SH 9A, Box G",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2004-10-06,,"2.875""x4.875"" ",10614,Bible,,,,,,Documentary Artifact,"Erdmann, Laureen",,,,,,,Donation,07011993,"Erdmann, Laureen",,,,RCHS,,,,OK,"Swanson, Edie",2014-05-22,Bible,Bible,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2014-05-22T15:46:09,Unknown,,false,,79A216AE-83E8-43D7-ABC9-921107174020
2009.10,0.00,,,,,,,2010-03-17,"Communcation Artifact
Documentary Artifact",P. O. Fryklund,2010-03-17,"Wojahn, Linda",Good,,,0,"Charles K. Reed & Chester A. Reed, B. SW.",,0.00,0.00,,1903,"1 hardcovered Book ""Guide To Taxidermy"" by C.K. & C.A. Reed. Belonged to P.O. Fryklund. Stamped on inside of book : ""P.O. Fryklund Clerk of the District Court of Roseau County, Minn."" and signed "" Property of P.O. Fryklund"" Book is green and has Bald Eagle in Center of front cover. Dried leaves inside book. Also, written on second blank page is: Skinning- see page 38. Field Glasses-see last page of this book",,0,,taxidermy,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves 4-1",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2010-03-17,,,2009.10.1,Book,,,,,,Documentary Artifact,"Fryklund, P. O.","Green hardcover book with bald eagle on cover.
5.25"" x 7.5""",,,,,"Worchester, Massachusetts",,02/02/2009,"Fryklund, P. O.",,,,,,,,OK,"Wojahn, Linda",2020-03-20,"book
taxidermy
guide
how-to
birds
fish
animals
fur
feathers
skin","book
taxidermy
guide
how-to
birds
fish
animals
fur
feathers
skin",,,,,,,,"""Guide To Taxidermy"" ",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-03-20T14:11:15,Unknown,,false,,44683759-057E-43B9-AFAA-842167454623
2010.10,0.00,,,,,,Joan Hull,2010-04-23,"Communication Artifact
Documentary Artifact",Helen Wagner,,Joan Hull,Good,,,0,,,0.00,0.00,,1913,"Norwegian registry of  Norwegian. families in America.  Titled Nordmandene i America. Printed in gold on the dark red cover. Date: 1913. Printed in Minneapolis, MN. Authored by Martin Ulerstad. 
11.437""  tall, 8.0"" wide, 2.25"" deep. 
Helen Wagner's grandfather is listed on page590, col. 1. ",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Archives Rm, SH 23A",4,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1976-10-13,,,2010.10.23,Book,,,,,,Documentary Artifact,"Wagner, Bill & Helen",,,,,,,,,"Wagner, Bill & Helen",,,,RCHS,,,,OK,"Swanson, Edie",2016-12-22,"book 
Norwegian
registry","book 
Norwegian
registry",,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-12-22T11:34:24,Unknown,,false,,4AC0418D-C6BB-4608-B5C9-999701609640
2010.10,0.00,,,,,,Joan Hull,2010-04-23,,Helen Wagner,,Joan Hull,Fair,,,0,,,0.00,0.00,,1906,"1906 edition of a book written in Norwegian  This book contains information about Norwegian families each state in the United States, and counties, and population numbers.  It covers the 48 states. In the back of the book, all names are listed alphabetically. 9"" wide by 11.75"" tall x 3.5"" deep. There is no front or back cover on the book, however, the book itself seems to be in good condition. ",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Archives Rm, SH 23A",3,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1976-10-13,,,2010.10.24,Book,,,,,,Documentary Artifact,,,,,,,,,,"Wagner, Bill & Helen",,,,RCHS,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-12-22T10:26:31,Unknown,,false,,542561F5-7BA5-4486-9531-039545319710
2010.10,0.00,,,,,,Joan Hull,2010-04-23,"Communication Artifacts
Documentary Artifact",Bill & Helen Wagner,2010-04-27,"Wojahn, Linda",Good,,,0,,,0.00,0.00,,1906,"""Peterson's Guide to Creative Darkroom Techniques"" . Book is blue with a picture of a phsycodalic man smoking a pipe on cover ""Photographic Basic Series. Hard cover",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1976-10-13,,,2010.10.5,Book,,,,,,Documentary Artifact,"Wagner, Bill & Helen",,,,,,,,,"Wagner, Bill & Helen",,,,RCHS,,,,OK,,,"guide
creative
darkroom
techniques
peterson
5",book,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-06-01T11:51:23,Unknown,,false,,080FE95A-D531-4646-B8BB-772033474970
2010.10,0.00,,,,,,Joan Hull,2010-04-23,"Communication Artifacts
Documentary Artifact",Bill & Helen Wagner,2010-04-27,"Wojahn, Linda",Good,,,0,,,0.00,0.00,,1906,"""Photo Technology"" Marshall LaCour, Irvin T. Lathrop, Second Edition, AmericanTechnical Society. Hard cover",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1976-10-13,,,2010.10.6,Book,,,,,,Documentary Artifact,"Wagner, Bill & Helen",,,,,,,,,"Wagner, Bill & Helen",,,,RCHS,,,,OK,,,"photo
technology
book 
how-to",book,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-06-01T11:51:18,Unknown,,false,,B89E24FB-7E4F-4F30-96EB-403385015541
11636,0.00,,,,,,,1994-08-24,Bible,Leonard & Eileen Bjorkman,,,,,,0,,,0.00,0.00,,1875,"brown black and white leather amd paper book marked Biblia  Swedish Bible has some family history in fronr says Per Perssoon, Etc. Brown leather cover hans an embossed edged and corners with a cross in the middle- Brought from Sweden by Hans and Kari Holm when they came in 1883. They are grandparents of Eileen Bjorkman, daughter of Rose Holm",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Archive Rm, SH 23A",4,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,1994-08-24,"Object is marked and has a category card.
object inventoried 2003",,11636,Bible,,,,,,Documentary Artifact,"Bjorkman, Leonard & Eileen","9"" x 6""x 2.25"" ",,,,,,Donation,08/24/1994,"Bjorkman, Leonard & Eileen",,,,RCHS,,,,OK,"Wojahn, Linda",2015-02-13,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2016-01-06T16:29:29,Unknown,,false,,2036EF82-D3A9-4FF6-A1E9-183818113096
2002.41,0.00,,,,,,bd,2008-06-11,,Roseau Garden Club,,,Fair,,,0,Father Don Braukmann,Roseau Library,0.00,0.00,,1986,"5.5""W x 8.5"" L - 4 color paper book written by Father Don Braukmann of Greenbush, MN. There is a childs drawing for the front cover.


Some pages are lose from binding",Fair,1986,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case1 ,Shelf -3",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,,,2002.41.1,Book,,,,,,Documentary Artifact,,,,,,,,Donation,05/16/2002,Roseau Library,,,,,,,,OK,bd,2008-06-16,"clubs
flowers
summer
garden","Roseau Garden Club
",,,,,,,,As It Is In Heaven,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2019-12-16T12:29:57,Unknown,,false,,65B67B5A-7EA4-4C0A-8B52-395938642112
2008.61,0.00,,,,,,"Wojahn, Linda",2010-06-25,"8: Communication Artifact
Documentary Artifact",Wilmer Honey Farm,2010-06-25,"Wojahn, Linda",Excellent,,,0,Frank C. Pellett,,0.00,0.00,,1916-1918,"Lippincott's Farm Manuals , Productive Bee-Keeping by Frank C. Pellett",Fair,1916,,,0,,,,,,,,,8: Communication Artifact,"Object Storage RM, SH 112, Box: Wilmer Honey Farm",1,,,,,,0.00,,,,,,0,1918,,,,,,0,,,,,,,0,,2010-06-25,,,2008.61.12,Book,,,,,,Documentary Artifact,Wilmer Honey Farm,,,,,,,Gift,11/29/2008,Wilmer Honey Farm,,,,,,,,OK,"Wojahn, Linda",2010-06-25,"book
bee keeping
productive
farming",book,,,,,,,,"Lippincott's Farm Manuals
Productive Bee-Keeping",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T14:30:34,Unknown,,false,,D4C7AE4D-C10E-463F-9FAA-123592755930
2009.19,0.00,,,,,,"Wojahn, Linda",2010-07-01,"Communication Artifact
Documentary Artifact",Robert & Sheila Winstead,2010-06-25,"Wojahn, Linda",Excellent,,,0,Solveig Zempel,,0.00,0.00,,,"1 book - In Their Own Words is a book  of letters from Norwegian Immigrants, edited & translated by Solveig Zempel, Published by: University of Minnesota Press, Minneapolis, London in cooperation with The Norwegian-American Historical Association. Copyright in 1991 by the Regents of the University of Minnesota, 225 pages. Picture of 2 women on the front cover reading letters. Reviews on the back cover.Book is done in black & whites & grays.",Fair,1940,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 3, Shelf -1",2,,,,,,0.00,,,,,,0,1941,,,,,,0,,,,,,,0,,2010-06-25,,,2009.19.23,Book,,,,,,Documentary Artifact,"Winstead, Robert & Sheila",,,,,,,Gift,04/29/2009,"Winstead, Robert & Sheila",,,,,,,,OK,"Wojahn, Linda",2010-07-01,"book
medical
cyclopedia
dictionary",book,,,,,,,,In Their Own Words,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-14T13:48:19,Unknown,,false,,8FAE327C-B5EE-49D6-B437-289923712370
2009.9,0.00,,,,,,"Wojahn, Linda",2010-07-01,"Communication Artifact
Documentary Artifact",David A. Lanegran,2010-07-12,"Wojahn, Linda",Excellent,,,0,David A. Lanegran,,0.00,0.00,,1940,"1 Hardcovered book titles"" Minnesota on the Map"" signed by the author David A.. Lanegran. This book brings together for the first time stunning, but rarely seen, maps of Minnesota through five centuries. The book itself is burgundy in color with a tan trim where book is bound. The title and author are done in gold printing. The paper cover is done in maps. This is a historical atlas.",Fair,1940,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 4, Shelf -2",4,,,,,,0.00,,,,,,0,1941,,,,,,0,,,,,,,0,,2010-06-25,,,2009.9.1,Book,,,,,,Documentary Artifact,"Lanegran, David A.",,,,,,,Donation,02/13/2009,"Lanegran, David A.",,,,,,,,OK,"Wojahn, Linda",2010-07-01,"book
hardcover
atlas
historical 
Minnesota","book
hardcover
atlas
historical 
Minnesota",,,,,,,,Minnesota On The Map   A Historical Atlas,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-27T16:00:43,Unknown,,false,,F7373223-9E89-478B-9970-365605295444
2009.55,0.00,,,,,,"Wojahn, Linda",2010-09-14,"8: Communication Artifact
Documentary Artifact ",Marjorie Radi,2010-09-14,"Wojahn, Linda",Good,,,0,Nannie Lee Frayser,,0.00,0.00,,1911,"This a book of Presbyterian Teachings. These books were published quarterly by the Presbyterian Board of Publication and Sabbath School Work, 1319 Walnut St., Philadelphia, PA. Single subscriptions, 20 cents a year. School subscriptions, to one address, 16 cents a year.. This particular book is Vol. XXVII April 1, for April, May, June, 1911.  No. 2",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive Rm, Shelf 5A, Box R",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2010-01-12,,,2009.55.12,"Book, Religious",,,,,,Documentary Artifact,"Radi, Marjorie","Paperback  8.5"" X 6.5""
Greenish Gray, Has a picture of a lady on cover.The back is an Easter Hymn. 76 Pages",,,Presbyterian Board of Publication and Sabbath School Work.,,"Philadelphia, PA.",Donation,10/27/2009,"Radi, Margorie (Wagenstein)",,Second Quarter 1911,,,,,,OK,"Wojahn, Linda",2010-09-14,"book
religious
learning
school
instruction
history
Presbyterian",religious book,,,,,,,,The Westminister Junior Quarterly,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2010-09-14T16:06:47,Unknown,,false,,3E3102BD-9066-458E-8F99-604966773860
2009.55,0.00,,,Introductory Letter from Rev. E. Morris ,,,"Wojahn, Linda",2010-09-14,"8: Communication Artifact
Documentary Artifact",Marjorie Radi,2010-09-14,"Wojahn, Linda",Good,,,0,"J.R. Miller, D.D.",,0.00,0.00,,1911,"This a book of Presbyterian Teachings. These books were published quarterly by the Presbyterian Board of Publication and Sabbath School Work, 1319 Walnut St., Philadelphia, PA. Single subscriptions, 20 cents a year. School subscriptions, to one address, 16 cents a year.. This particular book is Vol. XVIII April 1, for April, May, June, 1911.  No. 2",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive Rm, Shelf 5A, Box R",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2010-01-12,,,2009.55.13,"Book, Religious",,,,,,Documentary Artifact,"Radi, Marjorie","Paperback  8.75"" X 6.5""
Front has a photo of ""The Tomb of The Kings"". 78 Pages The book is a yellow color. Back cover is an advertisment for Royal Baking Powder & New Perfection Oil Cook-Stove.",,,Presbyterian Board of Publication and Sabbath School Work.,,"Philadelphia, PA.",Donation,10/27/2009,"Radi, Margorie (Wagenstein)",,Second Quarter 1911,,,,,,OK,"Wojahn, Linda",2010-09-14,"book
religious
learning
school
instruction
history
Presbyterian",religous book,,,,,,,,The Westminister Intermediate Quarterly,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2010-09-14T16:08:05,Unknown,,false,,E1D8A39A-EE84-4542-AC97-854464752545
2009.55,0.00,,,Edited by J.R. Miller,,,"Wojahn, Linda",2010-09-14,"8:Communication Artifact
Documentary Artifact",Marjorie Radi,2010-09-14,"Wojahn, Linda",Good,,,0,M. Florence Brown,,0.00,0.00,,1911,"This a book of Presbyterian Teachings. These books were published quarterly by the Presbyterian Board of Publication and Sabbath School Work, 1319 Walnut St., Philadelphia, PA. Single subscriptions, 20 cents a year. School subscriptions, to one address, 16 cents a year.. This particular book is Vol. XII, October, November, & December, 1912  No. 4",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive Rm, Shelf 5A, Box R",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2010-01-12,,,2009.55.14,"Book, Religious",,,,,,Documentary Artifact,"Radi, Marjorie","Paperback  8.5"" X 6.25""
Front has a photo of  A small boy sailing a toy boat. 152 Pages. The book is a yellow color. Back cover is ""A Manger Song"" This book has Dorothy Holm's name on front top of book. Dated Sept. 30,1912.",,,Presbyterian Board of Publication and Sabbath School Work.,,"Philadelphia, PA.",Donation,10/27/2009,"Radi, Margorie (Wagenstein)",,"October, November, December, 1912",,,,,,OK,"Wojahn, Linda",2010-09-14,"book
religious
learning
school
instruction
history
Presbyterian",religous book,,,,,,,,The Westminister Primary Quarterly,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2010-09-14T16:09:15,Unknown,,false,,CB62E1E6-56BD-4284-9C25-011959240827
2009.55,0.00,,,"Edited by J.R. Miller, D.D.",,,"Wojahn, Linda",2010-09-14,"8: Communication Artifact
Documentary Artifact",Marjorie Radi,2010-09-14,"Wojahn, Linda",Good,,,0,Nannie Lee Frayser,,0.00,0.00,,1911,"This a book of Presbyterian Teachings. These books were published quarterly by the Presbyterian Board of Publication and Sabbath School Work, 1319 Walnut St., Philadelphia, PA. Single subscriptions, 20 cents a year. School subscriptions, to one address, 16 cents a year.. This particular book is Vol. XXVIII, April, May, June, 1912 No. 2",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive Rm, Shelf 5A, Box R",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2010-01-12,,,2009.55.15,"Book, Religious",,,,,,Documentary Artifact,"Radi, Marjorie","Paperback  8.5"" X 6.5""
Front has a photo of  Young Girls of Palestine. 74 Pages. The book is  green. Back cover is supplemental work--Spring Quarter. This book has Rudolph Holm's name on front top of book. ",,,Presbyterian Board of Publication and Sabbath School Work.,,"Philadelphia, PA.",Donation,10/27/2009,"Radi, Margorie (Wagenstein)",,"April, for April, May, June, 1912 No. 2",,,,,,OK,"Wojahn, Linda",2010-09-14,"book
religious
learning
school
instruction
history
Presbyterian",religous book,,,,,,,,The Westminister Junior Quarterly,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2010-09-14T16:10:42,Unknown,,false,,1C9D4E91-8821-4379-8626-918402244046
2624,0.00,,,,,,,,,Lillian Nelson,,,Fair,,,0,Eddy Billberg,,0.00,0.00,,Circa 1927,"Property of District # 47 No. 2. 126 pages, 26 chapters",,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm,  Book Case 1,Shelf -3",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,"Object is marked and has a category card.
object inventoried 2003",,2624,Book,,,,,,Documentary Artifact,,,, ,Syndicate Printing Company,,"417 Hennepin Avenue, Minneapolis, Minnesota",Donation,Unknown,"Nelson, Lillian (Kelly)",,,,RCHS,,,,OK,"Swanson, Edie",2019-12-03,,A true blue story of the last Indian outbreak in America,,,,,,,,In The Land Of The Chippewa,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2019-12-16T12:32:29,Unknown,,false,,40D158A2-0038-4B42-8D29-923441139175
2011.9,0.00,,,,,,"Wojahn, Linda",2011-02-08,"8: Communication Artifact
Documentary Artifact",Minnesota Statutes,2011-01-20,"Wojahn, Linda",Good,,,0,Revisor of Statutes,,0.00,0.00,,1995,15 softcovered books.  Embraces laws of a general and permanent nature. This set of soft covered books were enacted at the 1995 Regular Session and the 1995 First Special Session and the 1995,Good,0,,Minnesota Statutes,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2011-01-20,,"
",2011.9.1,"Book, Softcover",,,,,,Documentary Artifact,Minnesota Statutes,"some books are bound with a reddish color binding, others are just stapled together.
6.3125 x 9.75",,,"Compiled, Edited, and Published by the Revisor of Statutes",,Minnesota,Donation,01/25/2011,Roseau County Highway Department,,Volume 1 thru Volume 15;      Chapters 1 thru 648      Volume 12-15 are indexes,,,,,,OK,"Wojahn, Linda",2011-02-08,"laws
statutes
79th Legislature
1995","laws
statutes
79th Legislature
1995",,,,,,,,Minnesota Statutes 1995 Supplement,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-02-08T11:13:12,Unknown,,false,,42B6BF32-A7AF-41BD-AF4B-534841612641
2011.9,0.00,,,,,,"Wojahn, Linda",2011-02-08,"8: Communication Artifact
Documentary Artifact",Minnesota Statutes,2011-01-20,"Wojahn, Linda",Good,,,0,Revisor of Statutes,,0.00,0.00,,,"Seven soft covered books. #1:  Volume 8A, Sections 97 to 114B, 1994 Supplementary Pamphlet;  #2:  Volume 8A Sections 97 to 114B, 1995 Supplementary Pamphlet;  #3:   Volume 9, Sections 115 to 118, 1995 Supplementary Pamphlet;   #4:   Volume 8A, Sections 97 to 114B, 1996 Supplementary Pamphlet;   #5:   Volume 9, Sections 115 to 118, 1996 Supplementary Pamphlet;  #6:   Volume 8A, Sections 97 to 114B, 1997 Supplementary Pamphlet;   #7:   Volume 9, Sections 115 to 118, 1997 Supplementary Pamphlet.",Good,1994,,Minnesota Statutes Annotated,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves",1,,,,,,0.00,,,,,,0,1997,,,,,,0,,,,,,,0,,2011-01-20,,"
",2011.9.2,"Book, Softcover",,,,,,Documentary Artifact,Minnesota Statutes,"Books are bound with a reddish color binding.
6.3125 x 9.75",,,West Publishing Company,,"St. Paul, Minnesota",Donation,01/25/2011,Roseau County Highway Department,,1994 to 1997,,,,,,OK,"Wojahn, Linda",2011-02-08,"laws
statutes
79th Legislature
1995","laws
statutes
79th Legislature
1995",,,,,,,,Minnesota Statutes Annotated,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2011-02-08T11:32:08,,,false,,F4EEA4AA-838C-4D32-BDE4-289040083880
